model_name,model_parameters,lecture_title,lecture_topic,system_prompt_id,dialog_id,f1,precision,recall,claim_recall,context_precision,context_utilization,hallucination,faithfulness,noise_sensitivity,self_knowledge,version
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt13,dialog0362,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt13,dialog0363,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt13,dialog0364,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt13,dialog0365,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt13,dialog0366,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt13,dialog0367,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt13,dialog0368,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt13,dialog0369,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt13,dialog0370,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt13,dialog0371,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt13,dialog0372,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt13,dialog0373,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt13,dialog0374,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt13,dialog0375,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое autograd?,prompt13,dialog0376,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt13,dialog0377,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Keras?,prompt13,dialog0378,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое over-fitting?,prompt13,dialog0379,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое SGD?,prompt13,dialog0380,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt13,dialog0381,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Adam?,prompt13,dialog0382,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое learning rate?,prompt13,dialog0383,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt13,dialog0384,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое RMSProp?,prompt13,dialog0385,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt13,dialog0386,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt13,dialog0387,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt13,dialog0388,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt13,dialog0389,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt13,dialog0390,47.3,44.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt4,dialog0091,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt4,dialog0092,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt4,dialog0093,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt4,dialog0094,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt4,dialog0095,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt4,dialog0096,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt4,dialog0097,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt4,dialog0098,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt4,dialog0099,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt4,dialog0100,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt4,dialog0101,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt4,dialog0102,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt4,dialog0103,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt4,dialog0104,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt4,dialog0105,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое autograd?,prompt4,dialog0106,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt4,dialog0107,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Keras?,prompt4,dialog0108,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое over-fitting?,prompt4,dialog0109,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое SGD?,prompt4,dialog0110,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt4,dialog0111,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Adam?,prompt4,dialog0112,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое learning rate?,prompt4,dialog0113,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt4,dialog0114,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое RMSProp?,prompt4,dialog0115,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt4,dialog0116,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt4,dialog0117,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt4,dialog0118,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt4,dialog0119,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt4,dialog0120,49.8,46.4,59.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt3,dialog0061,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt3,dialog0062,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt3,dialog0063,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt3,dialog0064,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt3,dialog0065,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt3,dialog0066,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt3,dialog0067,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt3,dialog0068,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt3,dialog0069,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt3,dialog0070,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt3,dialog0071,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt3,dialog0072,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В примере с погодой, вычисли F(да) для теста.",prompt3,dialog0073,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли P(да | пасмурно, холодно, влажно, да).",prompt3,dialog0074,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"В спам-примере, вычисли P(win|спам) с Laplace.",prompt3,dialog0075,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое autograd?,prompt3,dialog0076,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое TensorFlow?,prompt3,dialog0077,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Keras?,prompt3,dialog0078,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое over-fitting?,prompt3,dialog0079,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое SGD?,prompt3,dialog0080,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Momentum в оптимизации?,prompt3,dialog0081,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое Adam?,prompt3,dialog0082,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое learning rate?,prompt3,dialog0083,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое метод Ньютона?,prompt3,dialog0084,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,Что такое RMSProp?,prompt3,dialog0085,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли шаг в SGD для L(w)=w^2, w=3, η=0.1.",prompt3,dialog0086,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли v_t в Momentum: γ=0.9, v_{t-1}=1, ∇L=2, η=0.1.",prompt3,dialog0087,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"В Adagrad, G_{t-1,ii}=4, g_t=2, η=0.1, ε=1e-8.",prompt3,dialog0088,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"Вычисли learning rate decay: η0=0.1, t=5, T=10, linear.",prompt3,dialog0089,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,3. Инструменты обучения НС,"В Nesterov, вычисли ∇ в ω - γ v_{t-1}: γ=0.9, v=1, ∇=2.",prompt3,dialog0090,46.9,49.2,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое метод k-ближайших соседей?,prompt2,dialog0031,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как выбрать количество соседей k в k-NN?,prompt2,dialog0032,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое евклидова метрика?,prompt2,dialog0033,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем суть наивного байесовского классификатора?,prompt2,dialog0034,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как работает сглаживание по Лапласу?,prompt2,dialog0035,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое манхэттенское расстояние?,prompt2,dialog0036,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как вычислить вероятность класса в Naive Bayes?,prompt2,dialog0037,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Что такое расстояние Чебышёва?,prompt2,dialog0038,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Как классифицировать письмо как спам в Naive Bayes?,prompt2,dialog0039,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,В чем разница между k-NN и взвешенным k-NN?,prompt2,dialog0040,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,Вычисли вероятность спама для слова 'приз' из примера.,prompt2,dialog0041,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
gemma3,4.3B,1_Классификаторы_KNN_и_наивный_байес,"Вычисли расстояние Евклида между (1,2) и (3,4).",prompt2,dialog0042,47.6,46.7,60.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,v1_english
